               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 105,            0.020998,           0.0051744,                   0,             0.93832,             0.93197,             0.91349,             0.48703,            0.032853,           0.0048695,                   0,            0.001389,            0.001389,            0.001389
                 106,            0.021452,           0.0051701,                   0,             0.88735,             0.91156,             0.90604,             0.50024,            0.033026,           0.0049103,                   0,           0.0013425,           0.0013425,           0.0013425
                 107,            0.021088,           0.0052021,                   0,             0.94354,             0.91156,             0.93271,             0.50456,            0.033072,           0.0048092,                   0,           0.0012989,           0.0012989,           0.0012989
                 108,            0.020348,           0.0049854,                   0,             0.90405,             0.89796,             0.89872,             0.49276,            0.033456,           0.0049529,                   0,           0.0012581,           0.0012581,           0.0012581
                 109,            0.020377,           0.0049852,                   0,             0.93195,             0.93197,             0.92562,             0.49033,            0.033659,           0.0049866,                   0,           0.0012202,           0.0012202,           0.0012202
                 110,            0.020685,           0.0049226,                   0,             0.93228,             0.93878,             0.93384,             0.51641,            0.032876,           0.0049197,                   0,           0.0011853,           0.0011853,           0.0011853
                 111,            0.020366,           0.0053526,                   0,             0.91891,             0.92511,              0.9185,              0.5181,            0.032875,           0.0050345,                   0,           0.0011533,           0.0011533,           0.0011533
                 112,             0.01995,            0.005296,                   0,             0.93149,             0.92517,              0.9285,             0.52517,            0.032933,           0.0048168,                   0,           0.0011243,           0.0011243,           0.0011243
                 113,            0.020046,           0.0047891,                   0,             0.93288,             0.94554,             0.92887,             0.53135,            0.031894,           0.0047215,                   0,           0.0010983,           0.0010983,           0.0010983
                 114,            0.019675,           0.0047654,                   0,             0.92956,             0.89774,             0.92741,              0.5203,            0.032049,           0.0048527,                   0,           0.0010754,           0.0010754,           0.0010754
                 115,            0.018845,           0.0047203,                   0,             0.92459,             0.91837,             0.92117,             0.51948,            0.033164,           0.0049852,                   0,           0.0010554,           0.0010554,           0.0010554
                 116,            0.018701,           0.0048323,                   0,             0.88965,              0.8775,             0.90201,              0.5171,            0.033072,           0.0049737,                   0,           0.0010385,           0.0010385,           0.0010385
                 117,            0.019383,           0.0049758,                   0,             0.89115,             0.89113,             0.89999,             0.51717,            0.032678,            0.004998,                   0,           0.0010247,           0.0010247,           0.0010247
                 118,            0.019469,           0.0047937,                   0,             0.94483,             0.93193,             0.93318,             0.52383,            0.032379,           0.0047636,                   0,           0.0010139,           0.0010139,           0.0010139
                 119,             0.01896,           0.0047955,                   0,              0.9178,             0.91156,             0.92655,               0.525,            0.032445,           0.0047279,                   0,           0.0010062,           0.0010062,           0.0010062
