               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  64,            0.029288,           0.0063739,                   0,             0.88109,             0.85714,             0.90024,             0.47245,             0.03626,            0.005063,                   0,           0.0037128,           0.0037128,           0.0037128
                  65,            0.028974,           0.0063373,                   0,             0.92298,             0.89796,             0.92338,             0.46691,            0.035168,           0.0047683,                   0,            0.003584,            0.003584,            0.003584
                  66,            0.028907,           0.0065566,                   0,             0.89325,             0.91156,             0.91649,             0.45266,            0.036037,           0.0049207,                   0,            0.003457,            0.003457,            0.003457
                  67,            0.029477,           0.0065218,                   0,             0.89726,             0.89115,             0.90435,             0.48384,            0.034972,            0.004689,                   0,           0.0033321,           0.0033321,           0.0033321
                  68,            0.028839,           0.0067671,                   0,             0.92507,             0.92517,             0.93477,             0.49922,             0.03317,           0.0047201,                   0,           0.0032093,           0.0032093,           0.0032093
                  69,            0.028923,           0.0063964,                   0,             0.91599,             0.89116,             0.93436,             0.50997,            0.032868,           0.0045453,                   0,           0.0030888,           0.0030888,           0.0030888
                  70,            0.028143,              0.0062,                   0,             0.90566,             0.91837,             0.91978,             0.49244,            0.033286,           0.0045615,                   0,           0.0029706,           0.0029706,           0.0029706
                  71,            0.028021,           0.0061948,                   0,             0.88233,             0.91813,             0.93081,             0.50484,            0.034017,           0.0047546,                   0,            0.002855,            0.002855,            0.002855
                  72,            0.028558,           0.0063899,                   0,              0.8904,             0.88427,             0.89988,             0.49351,             0.03422,           0.0045457,                   0,           0.0027419,           0.0027419,           0.0027419
                  73,            0.029199,           0.0063636,                   0,             0.90345,             0.89113,             0.90561,             0.50314,             0.03388,           0.0045228,                   0,           0.0026316,           0.0026316,           0.0026316
                  74,            0.026852,           0.0065977,                   0,             0.95035,             0.91147,              0.9315,              0.5059,            0.032722,           0.0044582,                   0,           0.0025241,           0.0025241,           0.0025241
                  75,            0.028223,           0.0062905,                   0,             0.87559,             0.91156,             0.91717,             0.49891,            0.033923,           0.0047128,                   0,           0.0024195,           0.0024195,           0.0024195
                  76,            0.027314,           0.0065045,                   0,             0.92104,             0.95238,             0.94133,             0.50129,            0.033673,           0.0046731,                   0,            0.002318,            0.002318,            0.002318
